x,y,z,phi1,PHI,phi2,phase,grain_id_true
0.0,6.0,8.0,275.0798868352932,167.84520195220824,325.44646375863846,1,5
0.0,6.0,9.0,277.1372853936411,170.30801121885122,324.2291648518876,1,5
0.0,7.0,0.0,276.3946250699348,168.93942759848932,312.8602328903928,1,5
0.0,7.0,1.0,276.2223754581005,168.41318218023028,318.69624108263076,1,5
0.0,7.0,2.0,283.397404815735,165.29917282328316,320.9653399401493,1,5
0.0,7.0,3.0,279.3859668830705,172.83755227293983,318.4240988555831,1,5
0.0,7.0,4.0,281.9915600060532,169.1357073895559,319.6538366577506,1,5
0.0,7.0,5.0,280.2054549555943,169.60848388956896,320.6342128090144,1,5
0.0,7.0,6.0,279.22329586883376,168.1411475645385,322.42322390901126,1,5
0.0,7.0,7.0,280.7399526512872,173.16302229461363,318.97449404508865,1,5
0.0,7.0,8.0,284.6438593531487,163.98847978989718,321.7396358305517,1,5
0.0,7.0,9.0,280.64228523346685,169.8713591486597,320.4501937110245,1,5
0.0,8.0,0.0,278.44612703237766,167.6845249430988,320.43397012344604,1,5
0.0,8.0,1.0,281.41876891340274,170.10611912246702,320.20416950075963,1,5
0.0,8.0,2.0,281.47795582241196,169.9399348489431,324.3336760176415,1,5
0.0,8.0,3.0,280.7023932165282,166.93132618080867,320.6657684871581,1,5
0.0,8.0,4.0,280.9730375326278,170.68228075600294,322.0839982554563,1,5
0.0,8.0,5.0,279.34731971098176,172.37132306042994,320.6277333505711,1,5
0.0,8.0,6.0,280.44880975465816,168.59203957413354,321.58041355150533,1,5
0.0,8.0,7.0,281.90371970847025,171.25520348891948,324.2522926392329,1,5
0.0,8.0,8.0,282.5238311609085,169.16573506452104,323.9536386238547,1,5
0.0,8.0,9.0,278.1961959111347,169.99958160491335,321.78062937023657,1,5
0.0,9.0,0.0,279.3327893799241,170.85837361122643,319.7339237003662,1,5
0.0,9.0,1.0,284.996932537738,166.2494813297769,318.6856415155539,1,5
0.0,9.0,2.0,282.2443336525025,171.29488822436008,323.86048757132033,1,5
0.0,9.0,3.0,280.7398747313165,169.07683040618969,319.7216488497241,1,5
0.0,9.0,4.0,279.2484321886839,167.31770980725875,324.7184878632355,1,5
0.0,9.0,5.0,278.66170372074913,166.94239061846892,321.29401804862056,1,5
0.0,9.0,6.0,280.13495135892316,167.62567777743462,319.9731659909839,1,5
0.0,9.0,7.0,279.69772708461716,169.76313219189618,320.7858351925236,1,5
0.0,9.0,8.0,277.76445360091344,169.74203886906645,318.1924821227617,1,5
0.0,9.0,9.0,275.10638956078543,167.09789599940234,321.5401140133744,1,5
0.0,10.0,0.0,279.980733209291,173.5367992110623,324.7113604684692,1,5
0.0,10.0,1.0,278.58201380519114,169.0544269594269,319.21809448714964,1,5
0.0,10.0,2.0,278.9953097907745,168.2911211055534,323.0531346589394,1,5
0.0,10.0,3.0,276.75177902544954,170.5512920826687,326.39207028862955,1,5
0.0,10.0,4.0,278.7504204509337,170.20825817399657,324.024989903036,1,5
0.0,10.0,5.0,277.95806318959194,169.7184661200715,322.1720483202592,1,5
0.0,10.0,6.0,279.3137235237188,167.00541748029423,322.204571072237,1,5
0.0,10.0,7.0,280.41857107304463,173.10412412499582,324.7782667760591,1,5
0.0,10.0,8.0,285.0853002100552,166.9581811029253,324.58381709073177,1,5
0.0,10.0,9.0,279.5745474313046,175.40098716787725,319.81565174112234,1,5
0.0,11.0,0.0,276.4646539893983,167.26595062363063,315.6042926071408,1,5
0.0,11.0,1.0,277.47333733769955,166.83643416524038,322.5882305718789,1,5
0.0,11.0,2.0,280.04755575583897,174.5981752759257,324.91812264830304,1,5
0.0,11.0,3.0,277.3915753258545,166.53053775276106,323.55010404819944,1,5
0.0,11.0,4.0,275.30564209150606,174.30104230505617,325.48094531741606,1,5
0.0,11.0,5.0,277.72549236441404,164.28151336051604,325.9535982864101,1,5
0.0,11.0,6.0,278.7243714627341,172.60523442184154,317.6353992641169,1,5
0.0,11.0,7.0,277.3393216178638,169.1247564401642,322.27176247796564,1,5
0.0,11.0,8.0,277.7442877996482,170.91377525591778,319.0456876506061,1,5
0.0,11.0,9.0,11.960510485730765,164.03198485918676,94.67599471029456,1,2
0.0,12.0,0.0,14.572889717267827,160.21180192137132,88.4330306378181,1,2
0.0,12.0,1.0,16.196334270140838,164.67030629264303,90.92503714269985,1,2
0.0,12.0,2.0,16.881516658383166,164.01337552679854,96.58327043836022,1,2
0.0,12.0,3.0,12.57094908220364,169.50971652955332,98.12851658817135,1,2
0.0,12.0,4.0,11.689137926039464,166.37321264260308,94.95133359200292,1,2
0.0,12.0,5.0,16.12842591270104,161.03483410412608,95.03982640585981,1,2
0.0,12.0,6.0,15.265670076689238,158.8824556853857,89.93462997267378,1,2
0.0,12.0,7.0,6.795689226575511,162.93993596762363,95.12569172921675,1,2
0.0,12.0,8.0,16.546489148020868,163.88316607366627,97.67757892558214,1,2
0.0,12.0,9.0,8.476074242350778,158.8594374428079,93.00366961037517,1,2
0.0,13.0,0.0,13.531812118637802,163.57960956766976,86.95982268660323,1,2
0.0,13.0,1.0,12.121779894173587,159.89998618289118,95.10013556792538,1,2
0.0,13.0,2.0,13.40687848574836,161.0446353077451,91.72121497433666,1,2
0.0,13.0,3.0,9.499469342673539,163.50722443434788,95.75818306187082,1,2
0.0,13.0,4.0,9.763375215226661,165.01560381575325,91.75328768374877,1,2
0.0,13.0,5.0,10.30892225877461,163.39811427046396,90.4567906924142,1,2
0.0,13.0,6.0,10.942086102459994,160.56688246545386,98.26302220476386,1,2
0.0,13.0,7.0,12.471951429770659,161.85047687268377,93.71955981490008,1,2
0.0,13.0,8.0,12.081842403653006,163.0914028823166,94.79028087073371,1,2
0.0,13.0,9.0,14.438560929971477,162.23591916314692,91.59588102631442,1,2
0.0,14.0,0.0,11.574285512515425,156.93571629930545,88.72304296870243,1,2
0.0,14.0,1.0,16.229767159551592,168.31084209877645,92.4593654821115,1,2
0.0,14.0,2.0,13.943266975824475,164.52166234925517,101.50952669823083,1,2
0.0,14.0,3.0,15.310577871425583,163.3428226064424,90.6594759974048,1,2
0.0,14.0,4.0,8.298502569851923,164.19459557177817,91.23919572003636,1,2
0.0,14.0,5.0,8.840727781108841,162.06873873178486,90.46946651821507,1,2
0.0,14.0,6.0,16.546142790975395,165.85481848277908,93.14110551043413,1,2
0.0,14.0,7.0,16.06136212807318,163.87013301756033,91.01827124310282,1,2
0.0,14.0,8.0,16.247305784119217,165.04604499139438,90.52707138191208,1,2
0.0,14.0,9.0,11.881985269425767,161.38725582630627,89.54370639323234,1,2
0.0,15.0,0.0,15.040892723508657,169.16366764825602,89.14253201919838,1,2
0.0,15.0,1.0,13.92949330729054,161.88671758536543,91.81993499967146,1,2
0.0,15.0,2.0,10.81761687768658,161.39917127878857,93.28875375047106,1,2
0.0,15.0,3.0,10.277359810907985,164.3619945398375,93.0336786257771,1,2
0.0,15.0,4.0,11.79730382128693,161.4650001022908,91.75460449499828,1,2
0.0,15.0,5.0,14.17141299571229,164.86568707398075,90.84234627660626,1,2
0.0,15.0,6.0,12.612937765837827,165.4407032389625,89.24375388344838,1,2
0.0,15.0,7.0,13.667963072682873,162.10684941920493,94.51346066963092,1,2
0.0,15.0,8.0,10.520399270624152,159.28057988161947,89.19573957426132,1,2
0.0,15.0,9.0,12.501426237160413,164.33425026720525,90.87468300665972,1,2
0.0,16.0,0.0,14.190387439806017,158.96697622804032,92.9734457418159,1,2
0.0,16.0,1.0,9.10018154333706,161.91236337553042,93.28915892679012,1,2
0.0,16.0,2.0,10.156479316373096,162.68394502577908,95.76114773318758,1,2
0.0,16.0,3.0,10.957767790455467,165.73774230656466,90.37594583456281,1,2
0.0,16.0,4.0,13.628311262032689,167.07462030463253,87.33654918172823,1,2
0.0,16.0,5.0,10.57031293915554,164.98806235463024,92.69972685257653,1,2
0.0,16.0,6.0,13.209307190165154,162.3278817371685,93.35430488417292,1,2
0.0,16.0,7.0,12.026591155899935,166.32770591899998,93.73814748289408,1,2
0.0,16.0,8.0,13.1746494748308,162.70803444326745,92.01287414502505,1,2
0.0,16.0,9.0,11.314674838712989,164.64902739449994,92.12410135436902,1,2
0.0,17.0,0.0,13.196295180361146,169.52502044087194,95.61514790539762,1,2
0.0,17.0,1.0,11.503768483104786,166.90560641682046,92.064202365667,1,2
0.0,17.0,2.0,7.165395781258069,161.09851807330278,88.37443631817581,1,2
0.0,17.0,3.0,11.524816394502015,163.72247480160266,97.23870165651219,1,2
0.0,17.0,4.0,13.135940240287962,163.17096682342276,95.07892846267205,1,2
0.0,17.0,5.0,7.4936378653051525,164.19834013043038,94.86427322077492,1,2
0.0,17.0,6.0,9.184951699141958,166.1490858554257,93.89221337823759,1,2
0.0,17.0,7.0,11.462940757260748,165.0748107452862,98.17432535370769,1,2
0.0,17.0,8.0,12.799999757973014,164.25109073689526,92.09961638486514,1,2
0.0,17.0,9.0,10.314978665201334,165.69516087275935,91.08074427035818,1,2
0.0,18.0,0.0,12.581776271915478,162.33006512601773,94.5121314306541,1,2
0.0,18.0,1.0,13.278011526093294,166.4704983580571,91.78794304980167,1,2
0.0,18.0,2.0,11.687893258437766,161.16806777349993,92.02160074804144,1,2
0.0,18.0,3.0,13.300359785485805,165.5244817949191,90.9110057692694,1,2
0.0,18.0,4.0,14.39956274721981,166.82619648091483,94.12101276712919,1,2
0.0,18.0,5.0,16.55439203434055,161.95654645524567,90.39232946816729,1,2
0.0,18.0,6.0,8.503601745939351,166.9379183215531,94.58681596293358,1,2
0.0,18.0,7.0,12.256330223657633,164.2999048962265,90.65938492306276,1,2
0.0,18.0,8.0,18.054190679915774,163.9774749466476,93.41459728288659,1,2
0.0,18.0,9.0,14.148536076792075,164.84987544400147,93.70639109685705,1,2
0.0,19.0,0.0,10.129887016599257,165.0196444551677,98.51772622584839,1,2
0.0,19.0,1.0,16.04126342789111,168.01333459516846,91.76958254231069,1,2
0.0,19.0,2.0,9.806904113417044,163.35062753156618,93.30567763865226,1,2
0.0,19.0,3.0,15.098846816627713,159.47203188722082,96.96160471198657,1,2
0.0,19.0,4.0,12.003505445160929,162.66087586323735,90.75004183436045,1,2
0.0,19.0,5.0,8.567848635989803,165.57387397957868,93.32968382203981,1,2
0.0,19.0,6.0,9.449136213035207,160.73531341697864,92.39790609921643,1,2
0.0,19.0,7.0,16.222331157883428,163.0800346013548,89.70021966266135,1,2
0.0,19.0,8.0,11.795038886579354,163.0286344230527,86.74263970201707,1,2
0.0,19.0,9.0,12.2450826660754,163.10438621044483,94.88909912435717,1,2
1.0,0.0,0.0,284.83294405864046,172.63467549554096,321.29653066658875,1,5
1.0,0.0,1.0,275.6713189607085,176.96226259010038,322.31854765386555,1,5
1.0,0.0,2.0,279.08940986473937,169.03777095116538,322.72933562684295,1,5
1.0,0.0,3.0,278.6240905636984,167.42600007620845,320.5327089518831,1,5
1.0,0.0,4.0,278.95278733188053,167.53313775722668,320.0696228247001,1,5
1.0,0.0,5.0,279.3550266793312,168.3738191399414,326.4791136783496,1,5
1.0,0.0,6.0,271.38242454097355,172.26594793368764,325.7409544475472,1,5
1.0,0.0,7.0,273.00144488073573,168.11047202934978,321.0546590906316,1,5
1.0,0.0,8.0,274.88314732636235,166.8083372282826,318.8517769113283,1,5
1.0,0.0,9.0,284.33512161787854,171.933127799542,325.97463967010157,1,5
1.0,1.0,0.0,281.23966917187175,165.68066850972198,320.54478020116994,1,5
1.0,1.0,1.0,280.49261711718435,165.5016711301761,324.24286083544564,1,5
1.0,1.0,2.0,278.3557738937156,168.0304731450668,324.18513091513455,1,5
1.0,1.0,3.0,280.3016171713081,168.09109008292504,325.4097089265101,1,5
1.0,1.0,4.0,276.0386710546876,170.82426942436192,323.78874656846364,1,5
1.0,1.0,5.0,278.1915010109236,170.01200926040653,318.6768216180935,1,5
1.0,1.0,6.0,281.6093938987875,168.59722582274784,320.68875917446115,1,5
1.0,1.0,7.0,281.98557104874664,167.13729208780828,318.19344451765306,1,5
1.0,1.0,8.0,274.61289517427264,170.83636481534714,318.4898332406528,1,5
1.0,1.0,9.0,284.1623802221334,163.04176975456193,327.08237722158316,1,5
1.0,2.0,0.0,279.67145194284734,168.82398606677205,320.52740646113995,1,5
1.0,2.0,1.0,280.1903506901168,169.0020794714242,325.29606756312427,1,5
1.0,2.0,2.0,279.3655368277109,169.52786884803413,321.12647084069016,1,5
1.0,2.0,3.0,278.8931384481495,169.94587285491852,317.4926189334199,1,5
1.0,2.0,4.0,275.446187857476,171.09541260350287,322.5943069867967,1,5
1.0,2.0,5.0,278.5600084133558,169.15868466849864,323.0594140455048,1,5
1.0,2.0,6.0,277.6130141798398,167.04090104602145,322.65844674534947,1,5
1.0,2.0,7.0,276.4147964700657,170.20850894552544,317.55581292292527,1,5
1.0,2.0,8.0,281.87481581211324,170.40799291636773,322.8411371622107,1,5
1.0,2.0,9.0,281.81967513442675,173.8075831913078,324.9990614906687,1,5
1.0,3.0,0.0,273.7347601325792,165.41674652274344,320.33452020697973,1,5
1.0,3.0,1.0,279.1204841558726,170.5515726088906,320.11653361360794,1,5
1.0,3.0,2.0,279.55118028558525,167.07394147557352,320.48971581253824,1,5
1.0,3.0,3.0,275.3610742183833,166.6900916342574,318.59519279099936,1,5
1.0,3.0,4.0,276.54110554620536,171.81628322704123,319.69913958888486,1,5
1.0,3.0,5.0,285.7467394479419,170.36521183951064,322.60821973072376,1,5
1.0,3.0,6.0,276.85643760240504,170.8976935829402,320.66824855445157,1,5
1.0,3.0,7.0,279.36405193237977,175.74525658591793,321.8888698510443,1,5
1.0,3.0,8.0,282.10035605435354,167.24213025714548,322.0449146015585,1,5
1.0,3.0,9.0,283.8979635308559,167.392573555044,327.10206515092233,1,5
1.0,4.0,0.0,281.0526582692089,167.51651544697017,323.9292612583566,1,5
1.0,4.0,1.0,281.6973195931942,170.80378916039655,317.86012638692694,1,5
1.0,4.0,2.0,277.13867507219675,168.4599347746636,321.9424168166374,1,5
1.0,4.0,3.0,280.6254895861258,169.56150386841182,318.7435627892915,1,5
1.0,4.0,4.0,279.9911409767072,170.6247589534742,323.52676531891854,1,5
1.0,4.0,5.0,281.6986228672894,171.15515150134203,323.26406675568774,1,5
1.0,4.0,6.0,278.8750344024187,165.01971820131098,323.19577454736145,1,5
1.0,4.0,7.0,279.5687705639191,169.79102523047803,318.93530929118845,1,5
1.0,4.0,8.0,276.2567272367351,171.8288564664802,322.03572202117283,1,5
1.0,4.0,9.0,280.8700866429663,169.18553021678937,322.21741133629325,1,5
1.0,5.0,0.0,281.67326304077864,167.6658456356477,322.4068052560506,1,5
1.0,5.0,1.0,277.8069464281119,167.94350589787075,321.3079458399569,1,5
1.0,5.0,2.0,279.62064811177373,167.875227339218,325.3761512218101,1,5
1.0,5.0,3.0,276.8228238395963,168.64503793447767,321.044183789239,1,5
1.0,5.0,4.0,282.5473403780162,169.58517828909964,324.6333678451843,1,5
1.0,5.0,5.0,275.50409589095375,169.74684283540105,324.26001026256023,1,5
1.0,5.0,6.0,279.24504421699226,171.66367639559869,320.8979492129633,1,5
1.0,5.0,7.0,282.50004913695085,174.74101943872142,321.24906378756697,1,5
1.0,5.0,8.0,277.9201660946305,172.7885977829616,326.1360390770454,1,5
1.0,5.0,9.0,277.6723204147804,168.00441749489426,321.39655100635406,1,5
1.0,6.0,0.0,275.3035190124207,166.5513619490696,319.3413120837914,1,5
1.0,6.0,1.0,276.9986422434383,169.01723901971167,322.7629416233267,1,5
1.0,6.0,2.0,283.01789908127915,166.55350711641017,324.6582202623488,1,5
1.0,6.0,3.0,278.52027341508875,168.98786745404337,323.8014669712506,1,5
1.0,6.0,4.0,276.3612806637825,170.02486898256595,322.5361458210245,1,5
1.0,6.0,5.0,280.2087468825489,169.79151082938995,327.9260996523259,1,5
1.0,6.0,6.0,277.5365038566491,167.85145594609537,320.661131311942,1,5
1.0,6.0,7.0,277.700357495657,167.56365584722283,325.02212503580137,1,5
1.0,6.0,8.0,282.61504225423255,167.6765290584624,320.04760227318445,1,5
1.0,6.0,9.0,280.28010112754015,167.66629322732487,323.7923359044466,1,5
1.0,7.0,0.0,279.6148540123536,164.874292460656,326.4621147130789,1,5
1.0,7.0,1.0,283.86048723081416,167.46763179083473,321.098866710843,1,5
1.0,7.0,2.0,279.783500459719,169.97054510642033,323.8326316479576,1,5
1.0,7.0,3.0,284.0348999300743,168.67082400264366,320.157363593308,1,5
1.0,7.0,4.0,275.7219549294463,167.3473660852399,322.0579692691755,1,5
1.0,7.0,5.0,283.31444219988856,167.8791700229435,322.6699100485426,1,5
1.0,7.0,6.0,279.00857814683604,171.94916788708386,328.1752977147425,1,5
1.0,7.0,7.0,277.75102931130755,167.91422445748498,324.68848469857016,1,5
1.0,7.0,8.0,280.7699179668793,173.77362712575265,323.6125435982726,1,5
1.0,7.0,9.0,278.1043461821472,170.66081842938712,325.04920670604304,1,5
1.0,8.0,0.0,281.3660170631023,170.5430678961341,325.15164221036923,1,5
1.0,8.0,1.0,282.22349877730005,172.86360618831185,323.89967316189234,1,5
1.0,8.0,2.0,278.6106625280332,169.4935887676766,325.29387856731336,1,5
1.0,8.0,3.0,276.98045642534123,170.04278434511332,321.1424520857321,1,5
1.0,8.0,4.0,279.11877109764373,172.26558305451934,322.60956152026046,1,5
1.0,8.0,5.0,279.1610819725922,165.79292058763917,323.9580682278977,1,5
1.0,8.0,6.0,280.62876849060285,174.40816094484668,321.38402033586357,1,5
1.0,8.0,7.0,279.594890832994,169.7323567363274,326.07571087003106,1,5
1.0,8.0,8.0,278.8027780494105,169.8272720480747,323.70096207784525,1,5
1.0,8.0,9.0,279.54511012056213,167.92011079510272,322.655075596537,1,5
1.0,9.0,0.0,282.1354600183398,166.15766746125493,322.5202519132245,1,5
1.0,9.0,1.0,277.10599805523583,172.4243281036699,317.9132148812718,1,5
1.0,9.0,2.0,277.54878594833605,170.12149312566967,326.3365873907598,1,5
1.0,9.0,3.0,278.8764602798607,167.66286705429266,327.04045475725735,1,5
1.0,9.0,4.0,275.35170065318346,163.4972657482984,323.26100135405363,1,5
1.0,9.0,5.0,277.7786527213573,166.52819270335607,323.92852978516584,1,5
1.0,9.0,6.0,279.6661863397088,167.67909478903863,318.8905146397671,1,5
1.0,9.0,7.0,281.29560923599684,170.78498315010515,321.88233016722376,1,5
1.0,9.0,8.0,283.9268489666914,166.28251942698574,318.1072288799997,1,5
1.0,9.0,9.0,277.161255142616,168.98551433811767,322.80133715789265,1,5
1.0,10.0,0.0,278.3379409773907,170.1457884273396,318.45499252887294,1,5
1.0,10.0,1.0,283.1602533378782,168.87580905050243,325.3203653985886,1,5
1.0,10.0,2.0,279.9957501473362,170.37312948589087,323.71374835398075,1,5
1.0,10.0,3.0,280.2562665424514,170.84463984588885,325.72548037524894,1,5
1.0,10.0,4.0,279.5692353649358,170.99097067598444,321.89975530599736,1,5
1.0,10.0,5.0,282.8390316137903,167.32915666261482,326.87895519502496,1,5
1.0,10.0,6.0,278.94181431399323,165.33309385470915,322.4759942982323,1,5
1.0,10.0,7.0,277.22699739540445,171.35730384075143,320.3930296809984,1,5
1.0,10.0,8.0,277.82947809493345,163.95027262065938,320.9027888258094,1,5
1.0,10.0,9.0,272.2467881402244,164.66562459134033,324.2714513695162,1,5
1.0,11.0,0.0,281.42292922256865,170.39577219748696,319.2151215887964,1,5
1.0,11.0,1.0,278.9077182653146,169.0992310976312,318.73646004907226,1,5
1.0,11.0,2.0,283.35097487708964,171.6210727741605,321.5053831170986,1,5
1.0,11.0,3.0,279.123194818548,169.69404136789305,316.4135418059486,1,5
1.0,11.0,4.0,278.36461532919685,167.2247973070083,319.36935711851964,1,5
1.0,11.0,5.0,278.2757987512042,174.04700015275847,323.8978656841107,1,5
1.0,11.0,6.0,277.47570223960895,170.68578745062283,325.9894347988877,1,5
1.0,11.0,7.0,281.6196243624986,169.27566744498876,320.33843393221304,1,5
1.0,11.0,8.0,281.02455607463344,170.22380575416594,324.6722272194904,1,5
1.0,11.0,9.0,280.8885317412245,172.15139251294715,320.58674508630367,1,5
1.0,12.0,0.0,16.425354093325375,164.2844661592981,99.53355612503306,1,2
1.0,12.0,1.0,10.329502406093678,168.8422438727378,93.74958698429712,1,2
1.0,12.0,2.0,10.497922271124345,162.27972715195736,92.23531063312403,1,2
1.0,12.0,3.0,13.574220286277647,165.14985554715926,91.54538755244667,1,2
1.0,12.0,4.0,12.312671512356864,169.58835190425032,97.92721046793756,1,2
1.0,12.0,5.0,13.567896223221316,163.78114881363985,93.4876164698657,1,2
1.0,12.0,6.0,14.042582207407316,160.90576965481588,92.46326902135253,1,2
1.0,12.0,7.0,7.837537428366911,164.76446402226338,94.92263306442854,1,2
1.0,12.0,8.0,11.04722611940798,168.01877092857444,89.78009814286305,1,2
1.0,12.0,9.0,8.25866530415276,164.30934897748045,96.10765076107194,1,2
1.0,13.0,0.0,17.410607263645144,162.30675408994006,96.38335600686561,1,2
1.0,13.0,1.0,12.268858110437122,163.18003460891077,95.70814571656999,1,2
1.0,13.0,2.0,14.197661592105108,159.284822936175,97.2753910138774,1,2
1.0,13.0,3.0,16.110023413091316,161.98688115260586,94.2305840431757,1,2
1.0,13.0,4.0,13.682205824765846,164.36484781095945,91.71010583458796,1,2
1.0,13.0,5.0,10.638739453511226,163.61142555427787,96.20099656553987,1,2
1.0,13.0,6.0,13.780656994994358,162.72264574094064,95.14936412921435,1,2
1.0,13.0,7.0,4.997163302435245,166.65498344311425,88.65189387747968,1,2
1.0,13.0,8.0,11.424870700920732,160.72745026385184,89.74943264027742,1,2
1.0,13.0,9.0,15.515421266010286,162.41434675865878,94.09674827293674,1,2
1.0,14.0,0.0,12.243043110264473,165.0687649402219,93.38481269566311,1,2
1.0,14.0,1.0,8.784875853443653,166.46924891473125,91.77726913592312,1,2
1.0,14.0,2.0,8.18505635420826,162.52395068829128,97.20517038862869,1,2
1.0,14.0,3.0,14.589043656993049,162.7717511198934,92.25329863743798,1,2
1.0,14.0,4.0,11.56986120861012,168.90775888587788,94.12266042625363,1,2
1.0,14.0,5.0,13.439358091377834,166.2159742539572,93.74909649672038,1,2
1.0,14.0,6.0,11.74685592766237,163.1978595382074,92.98582403684529,1,2
1.0,14.0,7.0,12.288195300828265,165.4697053238595,93.2887276246646,1,2
1.0,14.0,8.0,14.223827687936993,163.47451920707405,93.35870795486044,1,2
