x,y,z,phi1,PHI,phi2,phase,grain_id_true
0.0,6.0,5.0,135.17194264953852,14.518870888889413,208.07748679632536,1,38
0.0,6.0,6.0,133.67675912747657,17.703795203714684,208.61170266611697,1,38
0.0,6.0,7.0,134.08176183391924,16.299974716162644,206.9095180052263,1,38
0.0,6.0,8.0,135.13265906845766,18.09322902092266,206.96669993961402,1,38
0.0,6.0,9.0,103.78590605852247,105.68611587846733,9.987430408855575,1,40
0.0,7.0,0.0,135.07630986844697,15.624968009776007,207.49000405801812,1,38
0.0,7.0,1.0,133.75638646076376,19.300699828530767,208.22363871225994,1,38
0.0,7.0,2.0,134.3813771233548,17.170104696182115,208.04785260994402,1,38
0.0,7.0,3.0,134.95298696474782,17.630714697606585,209.06144944755226,1,38
0.0,7.0,4.0,134.5986316590078,16.25330456165084,207.863942482738,1,38
0.0,7.0,5.0,132.5504262126583,15.166231022772893,209.76001676064587,1,38
0.0,7.0,6.0,137.13638538349605,16.625087813554703,208.85609192851285,1,38
0.0,7.0,7.0,135.58232826936037,20.60116926138374,209.5206182106955,1,38
0.0,7.0,8.0,102.99772778218149,105.17628308559185,9.006869277493642,1,40
0.0,7.0,9.0,103.40299093522856,105.42755670504005,9.245537882682825,1,40
0.0,8.0,0.0,134.39946994474934,15.56117277967155,210.29545811982155,1,38
0.0,8.0,1.0,136.2852961253039,16.90702406209714,209.98610172586996,1,38
0.0,8.0,2.0,135.30204255740486,15.890581718180584,209.99555994849536,1,38
0.0,8.0,3.0,135.84084883217614,15.702283627436357,207.9579916376284,1,38
0.0,8.0,4.0,134.193204863054,15.311215567868182,209.2562119566765,1,38
0.0,8.0,5.0,137.43249900563725,15.288761518269386,208.83616908828856,1,38
0.0,8.0,6.0,134.44267849335415,16.34237079406802,207.48234833550893,1,38
0.0,8.0,7.0,134.16993123381755,16.975151623801327,207.18068801237337,1,38
0.0,8.0,8.0,103.48011108717846,106.28956889093878,10.692723156380989,1,40
0.0,8.0,9.0,102.07236454731272,105.66204946850699,11.881074257190352,1,40
0.0,9.0,0.0,135.84443439389378,15.67836354967642,208.3066868169594,1,38
0.0,9.0,1.0,136.1379685795613,14.854716977031318,208.85200366707005,1,38
0.0,9.0,2.0,134.40880553531412,17.606555850233065,207.25813345681942,1,38
0.0,9.0,3.0,133.06162924848476,14.979591328726235,208.23808314124406,1,38
0.0,9.0,4.0,135.51672539445798,15.84829800535931,208.93534850668613,1,38
0.0,9.0,5.0,133.2423949877457,16.83850161373237,206.74684124566505,1,38
0.0,9.0,6.0,134.42916596208212,16.97351804240103,207.1503430666919,1,38
0.0,9.0,7.0,102.69117950117315,107.56330723239566,10.284512481051332,1,40
0.0,9.0,8.0,104.14509736281356,105.0113499189387,11.607877145708706,1,40
0.0,9.0,9.0,104.84731659995167,103.4481660596652,10.044499418129336,1,40
0.0,10.0,0.0,135.95258654786485,16.65541858117285,208.6585359305072,1,38
0.0,10.0,1.0,134.4500983086992,17.02567213883891,207.98502135491054,1,38
0.0,10.0,2.0,136.65115214758694,17.23075811620454,208.59752360004796,1,38
0.0,10.0,3.0,134.70831637244794,16.322986341246743,207.6541204563681,1,38
0.0,10.0,4.0,135.68719780538382,16.407306974136606,208.53151342321476,1,38
0.0,10.0,5.0,137.72608373230472,17.972902799057437,207.78557906576566,1,38
0.0,10.0,6.0,136.68045204033572,16.417161895208242,205.6856717983218,1,38
0.0,10.0,7.0,101.94595555426423,104.10653674212249,10.55855566777092,1,40
0.0,10.0,8.0,103.17654105928389,108.32423318627409,11.36509402683278,1,40
0.0,10.0,9.0,102.89932060464335,107.31729694632462,8.401311342665403,1,40
0.0,11.0,0.0,135.5191685069264,17.92871078243691,206.23982069102274,1,38
0.0,11.0,1.0,136.68102065367074,17.352141378605303,207.64668520332043,1,38
0.0,11.0,2.0,136.01038978832824,19.789382966309134,208.41092817690793,1,38
0.0,11.0,3.0,135.52029547522648,16.342257885256775,207.11800848082532,1,38
0.0,11.0,4.0,136.24285784697392,15.851721979224632,208.26988408266223,1,38
0.0,11.0,5.0,134.61468481242838,17.513575040469785,208.59660558852127,1,38
0.0,11.0,6.0,104.43254777488902,105.72191814148943,10.64774769142336,1,40
0.0,11.0,7.0,101.97731295508542,105.81546349854095,11.434015261087657,1,40
0.0,11.0,8.0,104.04960668955756,105.25999311916577,12.007958866581891,1,40
0.0,11.0,9.0,104.7421789549169,106.83408143536174,13.1776465588385,1,40
0.0,12.0,0.0,134.17089024021038,15.245541726457,205.79254939724623,1,38
0.0,12.0,1.0,137.1826981094648,17.77966182965058,208.10755119641303,1,38
0.0,12.0,2.0,135.5737767244068,15.453796081889745,211.3599313753895,1,38
0.0,12.0,3.0,135.37618782362026,17.05755484321064,209.11500907444116,1,38
0.0,12.0,4.0,135.82623917895035,17.203639279523593,207.16791871598903,1,38
0.0,12.0,5.0,103.75620486849554,108.75049402973832,12.69616243943036,1,40
0.0,12.0,6.0,105.13617459715236,105.71422723337734,9.749394477081267,1,40
0.0,12.0,7.0,103.00178831713976,106.41779515737274,12.311545056265928,1,40
0.0,12.0,8.0,101.12859407828337,108.18119891706084,10.790919371112528,1,40
0.0,12.0,9.0,102.64812500007814,105.14857648383779,9.01570557715847,1,40
0.0,13.0,0.0,136.3424496935207,17.01762614544842,206.40601496798368,1,38
0.0,13.0,1.0,133.45615418061936,16.4620520636599,210.44092771220832,1,38
0.0,13.0,2.0,134.86272254917878,14.906660448958656,207.85222907915963,1,38
0.0,13.0,3.0,315.48067501120585,42.85479827991038,237.52228930124204,1,5
0.0,13.0,4.0,315.53872321745695,47.3442961745576,240.0237530716195,1,5
0.0,13.0,5.0,104.61156139310842,106.00229901693103,9.549291037955742,1,40
0.0,13.0,6.0,106.40582907590156,106.42479876676889,10.99768713871195,1,40
0.0,13.0,7.0,103.12496565755599,106.59536568865346,10.801262578511933,1,40
0.0,13.0,8.0,102.45435605218204,105.68222122673077,10.940095186042011,1,40
0.0,13.0,9.0,102.49618640991962,105.48597382553899,11.109089981615469,1,40
0.0,14.0,0.0,45.391081782816315,96.07242068740328,273.55146135012234,1,42
0.0,14.0,1.0,47.22741878315236,95.69981538752177,274.37561758393593,1,42
0.0,14.0,2.0,45.27840960016553,93.50153228604123,275.29447141617635,1,42
0.0,14.0,3.0,44.69241316242205,92.50548195249218,279.56170974657385,1,42
0.0,14.0,4.0,317.097892352819,48.135980715560024,238.56277498329237,1,5
0.0,14.0,5.0,101.66862358871718,105.65953470638503,11.624278129034181,1,40
0.0,14.0,6.0,101.57950119416329,107.26905752961005,10.670305264561259,1,40
0.0,14.0,7.0,102.68001483773232,107.25065551471093,11.542898065914184,1,40
0.0,14.0,8.0,102.70322664612378,107.80048656660523,9.627513697266835,1,40
0.0,14.0,9.0,103.92060711831566,107.0873546574714,10.59524917731095,1,40
0.0,15.0,0.0,46.18959115178484,92.28590829090058,278.46644175799656,1,42
0.0,15.0,1.0,45.49056848830266,93.29359263068939,278.62290857134235,1,42
0.0,15.0,2.0,44.79114977810936,92.10282239752921,275.0967362853971,1,42
0.0,15.0,3.0,46.55783625179919,92.27956339764603,279.5606811868785,1,42
0.0,15.0,4.0,42.932077567464766,96.29327140691123,277.48246170696444,1,42
0.0,15.0,5.0,103.02484757961626,105.61749865614564,11.51661460988774,1,40
0.0,15.0,6.0,103.10520002802218,107.80555182857117,11.130788315202906,1,40
0.0,15.0,7.0,103.35014453897958,105.87752936055617,10.906097992916644,1,40
0.0,15.0,8.0,103.55051613296241,104.15164214705644,9.247058093786851,1,40
0.0,15.0,9.0,104.10512778909194,106.56844155557701,10.744863847076621,1,40
0.0,16.0,0.0,45.767156144488744,94.48218175806652,276.4547795315466,1,42
0.0,16.0,1.0,44.68169707294885,94.27053721816777,275.86508957805535,1,42
0.0,16.0,2.0,46.29421767339487,91.69991119065833,278.5902959451826,1,42
0.0,16.0,3.0,46.37984710838096,94.34945726343122,278.52442828799894,1,42
0.0,16.0,4.0,308.64150651175635,58.40556337525233,58.549988401483255,1,28
0.0,16.0,5.0,304.71946745952994,56.220862164206444,61.05184311748742,1,28
0.0,16.0,6.0,307.08546357735935,56.09786030450634,61.261378053148185,1,28
0.0,16.0,7.0,305.4282045589478,56.251797836914214,59.19059272763099,1,28
0.0,16.0,8.0,305.21092423494287,55.29159032691115,59.75078908511619,1,28
0.0,16.0,9.0,307.783312243159,55.80779917024407,64.45041874116184,1,28
0.0,17.0,0.0,321.8172192499081,113.85990688863427,284.94809114009524,1,20
0.0,17.0,1.0,46.70200400099074,93.2145095898249,277.3649710531237,1,42
0.0,17.0,2.0,49.2298369897865,93.87290755094104,278.7635358536005,1,42
0.0,17.0,3.0,305.470164122368,56.999236510474404,63.38215582920526,1,28
0.0,17.0,4.0,305.5887749174692,59.41766675217043,61.94352785788629,1,28
0.0,17.0,5.0,305.6855449469222,57.85960215960122,62.26865496203581,1,28
0.0,17.0,6.0,307.1993043174293,55.05075553711952,60.09345225521674,1,28
0.0,17.0,7.0,306.09686036387814,56.952034100865134,61.80060894879805,1,28
0.0,17.0,8.0,306.63328660855905,55.36206238266543,61.49682664197701,1,28
0.0,17.0,9.0,307.18349835889853,57.755842957108776,62.38794955373974,1,28
0.0,18.0,0.0,322.2550269101054,114.22070074200704,286.0379789543568,1,20
0.0,18.0,1.0,318.9119795406825,114.18040640697026,286.4102573229014,1,20
0.0,18.0,2.0,306.773914754609,55.33136924990488,59.56559901613028,1,28
0.0,18.0,3.0,307.78882924840116,56.99414377932111,61.91015295037349,1,28
0.0,18.0,4.0,306.4454695789996,57.084070129410954,62.219065066970956,1,28
0.0,18.0,5.0,305.76086777591235,57.16672248526073,60.43660819468758,1,28
0.0,18.0,6.0,305.87111544813274,56.663077780155845,61.29248242410302,1,28
0.0,18.0,7.0,305.82109631547917,58.588559618815594,59.91843334503899,1,28
0.0,18.0,8.0,306.1798306295584,56.50622358995246,62.793447097640275,1,28
0.0,18.0,9.0,306.65205300012184,58.3208459492188,59.18191980457626,1,28
0.0,19.0,0.0,321.4851737940969,114.76563215324715,286.2394231771282,1,20
0.0,19.0,1.0,322.52505341388036,112.9309391212739,287.96841277495434,1,20
0.0,19.0,2.0,324.1441149982802,113.13029727980569,285.5492751609739,1,20
0.0,19.0,3.0,308.2835638678498,59.083061396169924,60.343080635054385,1,28
0.0,19.0,4.0,305.88057511045656,56.69145468545753,59.325968892139954,1,28
0.0,19.0,5.0,305.2780309359234,55.80952450737925,60.07197068964195,1,28
0.0,19.0,6.0,306.3671884098801,57.32966207406726,62.89548913750552,1,28
0.0,19.0,7.0,305.21123342292265,58.22709207501783,60.76061430974275,1,28
0.0,19.0,8.0,306.3499044259741,57.85493760444684,59.67146454135727,1,28
0.0,19.0,9.0,306.8711671204121,57.24704146398132,61.61228847885995,1,28
0.0,20.0,0.0,321.5043791978197,116.72636926932404,285.32131211562483,1,20
0.0,20.0,1.0,320.4627200290393,112.81394713139045,285.42695467487476,1,20
0.0,20.0,2.0,320.32395184598175,115.12120885782085,287.9435229310069,1,20
0.0,20.0,3.0,305.68120450817247,55.98427631483799,61.618687889806374,1,28
0.0,20.0,4.0,305.72328366633633,57.83212764379378,61.269440166017986,1,28
0.0,20.0,5.0,304.5700377076774,58.92366303322089,63.19645953603442,1,28
0.0,20.0,6.0,305.67909454631473,56.584033832117036,61.3579831801755,1,28
0.0,20.0,7.0,306.8034772716992,57.82228808617403,63.38712527183844,1,28
0.0,20.0,8.0,306.20083234117135,56.10590256083453,59.393130937712755,1,28
0.0,20.0,9.0,305.5409602150321,57.00661076864162,63.14906979123344,1,28
0.0,21.0,0.0,320.4938610700793,113.88290836636541,286.11167122708844,1,20
0.0,21.0,1.0,322.61025408704904,116.73810768413055,285.4738426696269,1,20
0.0,21.0,2.0,320.5267046203633,114.90643303166101,286.9820037970956,1,20
0.0,21.0,3.0,72.58715804103493,130.76853949694157,100.63062835704893,1,22
0.0,21.0,4.0,71.00362286590403,131.38564306168317,102.07285494701745,1,22
0.0,21.0,5.0,70.88873312144537,131.3056799875987,102.46398336094637,1,22
0.0,21.0,6.0,71.8997591083911,130.79809850207604,100.88310783797232,1,22
0.0,21.0,7.0,70.45753801113351,131.43989931806436,100.13110375978813,1,22
0.0,21.0,8.0,70.71688899793634,129.58323813406676,101.11153110120699,1,22
0.0,21.0,9.0,307.9146015486599,57.270983478987596,61.07206866821601,1,28
0.0,22.0,0.0,319.47964503720385,114.51433405549874,286.918653513313,1,20
0.0,22.0,1.0,323.76774989200163,113.23062715124333,286.3986039186292,1,20
0.0,22.0,2.0,321.4418668109395,115.53487827585805,286.0154805369745,1,20
0.0,22.0,3.0,70.6274279564563,130.78202556274934,101.30541003319622,1,22
0.0,22.0,4.0,69.76036057865034,130.27054752311992,102.34571360293772,1,22
0.0,22.0,5.0,69.10923649905399,130.19400396698782,100.27444850109619,1,22
0.0,22.0,6.0,71.63005952103792,128.33014522998917,100.45012562370819,1,22
0.0,22.0,7.0,70.70744361690544,131.78435347411144,101.00484757047674,1,22
0.0,22.0,8.0,69.66504360556726,132.15033852531693,99.45468780054573,1,22
0.0,22.0,9.0,67.77238293629067,130.54468896994237,100.50377838511348,1,22
0.0,23.0,0.0,319.908262642247,114.4570736775317,286.4253505860196,1,20
0.0,23.0,1.0,320.4596442388746,112.06808518318269,287.17936030293646,1,20
0.0,23.0,2.0,219.0971603639026,1.536083413553729,38.752699298194656,1,12
0.0,23.0,3.0,69.00493645193686,128.21297815153244,100.24877113612075,1,22
0.0,23.0,4.0,70.23476992639395,130.32272516784394,100.79913795894996,1,22
0.0,23.0,5.0,70.68055327441003,128.64400919125097,102.69004571596294,1,22
0.0,23.0,6.0,70.19846448370075,131.2519751573268,101.44939473405012,1,22
0.0,23.0,7.0,70.77513624313252,130.6497028398449,101.556054424585,1,22
0.0,23.0,8.0,70.98159788180591,131.4768276224488,101.29028774463383,1,22
0.0,23.0,9.0,71.07550228785571,129.94164344590712,102.67867780509549,1,22
0.0,24.0,0.0,320.3271200044601,115.76067378140584,286.08400031056186,1,20
0.0,24.0,1.0,216.63507644057358,1.805832990529911,35.73036497466082,1,12
0.0,24.0,2.0,219.28963938892474,0.8984011021295875,36.01216598609106,1,12
0.0,24.0,3.0,216.12471399821413,1.131301377490051,33.72077462572803,1,12
0.0,24.0,4.0,68.47771143847343,130.91022899819592,101.97590415375345,1,22
0.0,24.0,5.0,70.75444339182168,128.9800605407693,101.02568411299852,1,22
0.0,24.0,6.0,70.2836785771826,128.82047918386473,102.66261305548048,1,22
0.0,24.0,7.0,71.18485685749489,129.8153747872863,101.10554977753678,1,22
0.0,24.0,8.0,70.50593250738919,127.9009399181885,100.81892351285886,1,22
0.0,24.0,9.0,69.54311974366092,128.94815648318453,100.77124185095239,1,22
0.0,25.0,0.0,220.4090617619001,2.4021565579044375,35.864238025593785,1,12
0.0,25.0,1.0,218.96489979497122,3.2450986431510342,37.580113906768965,1,12
0.0,25.0,2.0,218.38112426862347,0.9322369620505107,37.31032269990228,1,12
0.0,25.0,3.0,218.75373111344166,2.6548233063405,37.2388330657895,1,12
0.0,25.0,4.0,233.44840585688445,30.78103600106138,250.22650051168625,1,2
0.0,25.0,5.0,70.50450778327206,132.3207293500448,100.32108574667332,1,22
0.0,25.0,6.0,72.11957574915434,130.25025167732656,100.39055744765814,1,22
0.0,25.0,7.0,69.79103794177252,129.71272374030502,101.51321914331234,1,22
0.0,25.0,8.0,70.83639738285393,129.43905662790525,101.05248074151004,1,22
0.0,25.0,9.0,72.62744464961561,131.92834964483683,101.55464012826572,1,22
0.0,26.0,0.0,218.35781065037915,1.7923846205721428,37.22957286889838,1,12
0.0,26.0,1.0,217.18441981488616,1.3711044841383029,34.68620515077167,1,12
0.0,26.0,2.0,218.74566040079046,2.354502429573644,36.007868119845924,1,12
0.0,26.0,3.0,220.0108304993631,0.3343966191414649,34.951520950269476,1,12
0.0,26.0,4.0,218.56123060070695,2.806680859492653,38.38111650654993,1,12
0.0,26.0,5.0,231.7609008740785,32.564351661278636,248.6955175119463,1,2
0.0,26.0,6.0,232.0757746150742,32.34027129754134,249.44206588960748,1,2
0.0,26.0,7.0,68.59921920821549,131.62269963582654,102.55607613979265,1,22
0.0,26.0,8.0,69.61013019653826,130.46994802943703,101.61297540093719,1,22
0.0,26.0,9.0,70.5777323712758,129.42862329274212,100.33020680991869,1,22
0.0,27.0,0.0,218.28562456976675,2.9788544565095103,37.1431898814596,1,12
0.0,27.0,1.0,217.91129874140057,2.4949407756534514,33.43104570236316,1,12
0.0,27.0,2.0,219.52752360374578,0.0,36.147028667826696,1,12
0.0,27.0,3.0,217.13593742158554,0.292734371401951,37.751599745159105,1,12
0.0,27.0,4.0,217.80875311049118,2.0301313865454436,36.47902190948145,1,12
0.0,27.0,5.0,232.78861953211452,31.4707302472314,247.3218026359845,1,2
0.0,27.0,6.0,233.35064745886632,30.846517542249885,247.03698653940017,1,2
0.0,27.0,7.0,231.7899736995279,33.041364767754665,249.6754196708485,1,2
0.0,27.0,8.0,69.89552113218447,129.64874549070777,100.71646858880659,1,22
0.0,27.0,9.0,72.66839818315879,130.4792570555777,101.5710789417009,1,22
0.0,28.0,0.0,219.48077175755077,1.9257854354085515,36.236512328170186,1,12
0.0,28.0,1.0,218.09985974988854,1.577212271506893,36.489073168474555,1,12
0.0,28.0,2.0,219.08845758907154,1.710725312386446,37.309081362033865,1,12
0.0,28.0,3.0,218.2288411358341,1.7388817924772153,34.41015837994734,1,12
0.0,28.0,4.0,219.3103132526814,2.032027997387799,37.61437850606966,1,12
0.0,28.0,5.0,215.05665968678704,4.004540752039006,36.372740500013066,1,12
0.0,28.0,6.0,233.505830592262,30.21895293636628,249.42525347029138,1,2
0.0,28.0,7.0,231.07145537994066,30.680867608970747,250.90114900642683,1,2
0.0,28.0,8.0,232.04243752732228,31.63655493948588,249.74036411528988,1,2
0.0,28.0,9.0,232.84894159432483,31.56400759220876,249.16958887460828,1,2
0.0,29.0,0.0,221.07894986112996,1.5891942380814903,36.761066230464344,1,12
0.0,29.0,1.0,219.48844711027354,2.89076756503634,37.85612548242437,1,12
0.0,29.0,2.0,219.0144534421522,0.40283676018567793,38.31985226461851,1,12
0.0,29.0,3.0,217.0603999718636,1.9865418364002752,35.70460420434468,1,12
0.0,29.0,4.0,218.24310358397088,2.021237888117114,36.88728528976945,1,12
0.0,29.0,5.0,218.79711771359152,3.5014742564300905,37.0485759845208,1,12
0.0,29.0,6.0,231.97903915945346,32.50407599206986,250.11709716063228,1,2
0.0,29.0,7.0,230.83070822886137,32.08257709423359,249.55521345345198,1,2
0.0,29.0,8.0,231.90989145403879,33.014784403956085,248.55992095811555,1,2
0.0,29.0,9.0,232.41422156302164,31.17644451777492,248.75644498750782,1,2
1.0,0.0,0.0,304.3213687706486,116.53253721253832,206.62599400494443,1,17
1.0,0.0,1.0,304.6580484639454,117.12677540840343,201.890009227726,1,17
1.0,0.0,2.0,355.63401994472343,23.588875372924306,188.61692247737432,1,31
1.0,0.0,3.0,357.6214134110903,24.395988702602992,189.27984307811695,1,31
1.0,0.0,4.0,357.5537854984726,24.83979018991245,183.71068934607086,1,31
1.0,0.0,5.0,359.0030113055172,23.648023427307283,184.7430657975341,1,31
1.0,0.0,6.0,357.55711886727,27.929641295259692,188.13884517235215,1,31
1.0,0.0,7.0,357.0482196169381,25.87835284160226,187.5503465680058,1,31
1.0,0.0,8.0,357.28024382473916,25.534080059872302,186.71687086171545,1,31
1.0,0.0,9.0,356.3465018043535,24.337196798474313,186.2718532263196,1,31
1.0,1.0,0.0,303.57107817532744,118.24547027175153,203.3359984968637,1,17
1.0,1.0,1.0,304.34408826666834,118.59467529402319,206.32713044840943,1,17
1.0,1.0,2.0,357.5443445492629,23.291224154470527,185.38635810919865,1,31
1.0,1.0,3.0,357.5345560501331,24.050503233581054,186.33239952713575,1,31
1.0,1.0,4.0,357.0515891702888,24.102154718208187,186.7197883331393,1,31
1.0,1.0,5.0,354.9249611212563,24.541448367993137,186.95690645294894,1,31
1.0,1.0,6.0,354.66070074781595,25.701412440918762,186.57699447181514,1,31
1.0,1.0,7.0,357.0308420517215,25.46293474864001,188.10840704323954,1,31
1.0,1.0,8.0,356.5605360011899,24.731107432139755,186.73652557299326,1,31
1.0,1.0,9.0,357.04887311884585,25.27173399720474,186.64570602694036,1,31
1.0,2.0,0.0,304.8284075836922,117.52797302578125,202.80880796759902,1,17
1.0,2.0,1.0,307.9045380237576,116.81752537519165,203.7260986530899,1,17
1.0,2.0,2.0,355.5356187780057,26.31603708740814,186.23583488345602,1,31
1.0,2.0,3.0,357.90619693729633,24.412590534241215,186.93112461796744,1,31
1.0,2.0,4.0,355.4528825314194,27.697078170611995,185.22461357740627,1,31
1.0,2.0,5.0,356.7693673986938,25.931053240884836,187.06611284521728,1,31
1.0,2.0,6.0,356.21283915236717,25.07040689197408,186.64751309050584,1,31
1.0,2.0,7.0,356.2551549127645,26.291971695242715,189.06827849484233,1,31
1.0,2.0,8.0,355.7860275501061,23.658909060951526,186.49837887149852,1,31
1.0,2.0,9.0,359.42698964390434,24.278143334199914,188.5096706144436,1,31
1.0,3.0,0.0,307.8669593417564,117.66203304321867,205.31908167125562,1,17
1.0,3.0,1.0,137.25242992579098,16.441193159875958,207.92549127526254,1,38
1.0,3.0,2.0,134.49424076982908,15.66832859070258,207.38206674931297,1,38
1.0,3.0,3.0,354.94085643494657,25.256295844030863,185.6685410476574,1,31
1.0,3.0,4.0,356.69447202335635,23.384366199577453,186.98800761343028,1,31
1.0,3.0,5.0,357.3803088570906,22.91667102301954,187.02990101143462,1,31
1.0,3.0,6.0,357.819457261082,23.835611171071662,188.50612749695,1,31
1.0,3.0,7.0,356.8980956724422,24.40967964683956,186.5349612861477,1,31
1.0,3.0,8.0,357.06612565518986,25.30316381077176,187.22274443589578,1,31
1.0,3.0,9.0,355.3287767039167,25.415743784419586,184.9240202969475,1,31
1.0,4.0,0.0,135.06995149030718,15.779722144105081,207.25562633777147,1,38
1.0,4.0,1.0,136.72410484090062,18.25362856952298,208.92705863217853,1,38
1.0,4.0,2.0,133.90192585627457,16.537881175276354,209.63341593216262,1,38
1.0,4.0,3.0,135.3767362076855,19.64778575097986,208.64398693150687,1,38
1.0,4.0,4.0,135.43419894091338,16.55566472871756,208.33684226589224,1,38
1.0,4.0,5.0,135.03132680207165,17.74591642647223,209.3011113345686,1,38
1.0,4.0,6.0,355.4961573727936,23.651447294078796,184.44185530058502,1,31
1.0,4.0,7.0,357.0169046526816,23.917301201944415,184.0663634953912,1,31
